,Mouse FACS astrocytes,Mouse FACS astrocytes,Mouse Hepacam immunopanned astrocytes,Mouse Hepacam immunopanned astrocytes,Mouse Hepacam immunopanned astrocytes,Mouse Hepacam immunopanned astrocytes,Mouse neurons,Mouse neurons,Mouse oligodendrocytes,Mouse oligodendrocytes,Mouse oligodendrocytes,Mouse oligodendrocytes,Mouse oligodendrocytes,Mouse oligodendrocytes,Mouse microglia,Mouse microglia,Mouse endothelial,Mouse endothelial,Mouse whole brain,Mouse whole brain,Mouse whole brain
Krtap7-1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.6,0.4
Krtap8-1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Krtap8-2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Krtap9-1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.8,0.1,0.1,0.1
Krtap9-3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Krtap9-5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Krtcap2,8.9,9.4,13.4,14.6,16.7,16.1,40.5,41.7,67.7,96.1,50.4,58.9,51.0,50.9,54.2,64.5,85.3,97.9,52.9,51.1,55.4
Krtcap3,0.2,0.1,0.1,0.1,0.3,0.1,0.3,0.3,0.2,0.2,0.3,0.1,0.1,0.1,0.1,0.2,0.1,0.4,0.3,0.1,0.4
Krtdap,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2
Ksr1,0.7,0.8,0.9,0.4,0.8,0.6,10.1,12.5,4.3,4.9,2.3,2.9,1.6,2.0,6.3,6.2,4.7,4.4,4.8,4.7,4.4
Ksr2,0.1,0.1,0.1,0.4,0.3,0.1,2.7,2.3,1.0,1.0,0.4,0.3,0.1,0.2,0.1,0.1,0.1,0.1,1.3,1.4,1.0
Kti12,0.4,1.0,2.3,0.6,2.0,0.7,7.3,5.3,5.5,7.2,3.6,4.9,1.9,3.4,4.4,5.9,65.7,70.3,10.1,9.0,9.4
Ktn1,28.7,24.6,24.7,11.4,18.8,22.1,3.9,16.2,24.3,10.0,42.7,15.1,7.4,10.7,2.1,0.7,19.2,18.8,20.4,17.8,22.3
Ky,0.6,0.8,0.5,0.3,1.0,0.3,0.2,0.2,0.8,1.4,0.5,0.6,0.2,0.2,0.1,0.1,0.1,0.1,0.5,0.5,0.4
Kynu,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
L1cam,0.1,0.3,0.2,0.8,0.1,0.2,52.6,68.2,4.7,3.2,1.2,1.0,0.1,0.6,0.4,0.4,0.2,0.2,49.9,42.8,57.1
L1td1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
L2hgdh,10.1,8.1,8.0,6.5,11.3,9.9,2.6,3.2,3.9,2.0,1.5,1.0,0.1,0.4,0.5,0.5,0.7,0.8,3.4,3.5,3.7
L3mbtl1,0.0,0.0,0.1,0.1,0.1,0.1,2.7,2.3,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.8,1.9,1.9
L3mbtl2,1.1,1.0,0.7,1.0,0.7,0.7,4.7,4.3,5.1,7.2,4.6,5.3,4.1,4.4,3.6,4.5,2.7,3.0,6.0,6.2,6.4
L3mbtl3,2.5,1.4,1.6,1.6,2.8,1.4,2.9,4.0,2.8,2.3,0.8,0.5,0.4,0.4,1.2,0.8,4.6,4.2,7.1,7.4,7.2
L3mbtl4,0.1,0.0,0.1,0.1,0.1,0.1,0.3,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.6,0.5
l7Rn6,12.7,7.7,28.4,16.5,18.6,24.7,16.1,12.0,18.4,23.4,14.4,17.6,10.8,8.8,4.8,4.8,16.8,18.1,15.7,15.2,16.9
Lace1,4.0,3.8,3.9,2.2,6.0,3.1,1.7,2.8,13.1,19.3,4.4,5.2,1.2,1.2,1.2,1.4,4.2,4.8,3.3,3.8,3.7
Lactb,4.7,3.2,6.3,5.0,4.0,6.0,3.8,4.1,6.9,6.0,6.1,4.2,2.8,3.6,5.2,2.6,12.9,12.2,6.1,6.3,6.5
Lactb2,3.4,3.2,6.2,4.2,6.2,3.7,0.7,0.8,3.1,3.0,2.7,1.6,1.8,1.6,4.1,3.5,2.4,2.8,2.7,2.5,2.6
Lactbl1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Lad1,0.1,0.1,0.2,0.4,0.1,0.1,0.1,0.1,10.6,17.0,2.8,4.1,0.1,0.1,0.9,0.7,0.1,0.1,0.3,0.5,0.2
Lag3,0.1,0.1,0.1,0.6,0.1,0.6,1.0,1.4,19.7,11.2,1.1,1.3,2.1,3.5,405.4,580.7,1.1,0.7,2.8,2.3,2.1
Lage3,5.2,2.3,8.6,6.9,11.2,12.0,10.7,10.7,16.9,26.2,16.7,22.6,16.8,15.1,11.0,12.5,22.9,26.7,13.0,13.9,14.0
Lair1,5.4,4.3,2.2,4.6,2.6,4.7,0.2,0.2,3.8,1.9,1.1,0.7,0.4,0.8,47.6,45.6,0.1,0.1,1.7,1.8,1.7
Lalba,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.3,1.7,2.1,0.1,0.4,0.2
Lama1,0.0,0.1,0.1,0.1,0.1,0.1,0.2,0.5,2.8,3.8,0.2,0.2,0.1,0.1,0.1,0.1,7.5,6.0,1.7,1.3,1.6
Lama2,10.6,9.4,4.9,3.0,7.4,4.2,0.1,0.4,1.7,1.6,1.9,0.9,1.8,3.2,0.1,0.1,1.6,2.0,3.6,3.2,3.4
Lama3,6.6,6.3,1.4,0.6,2.9,0.9,0.3,1.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.4,0.4,0.4,0.3,0.4
Lama4,0.1,0.1,0.1,0.1,0.1,0.1,0.6,0.8,3.6,3.7,1.5,1.5,0.2,0.3,0.1,0.2,116.2,108.7,11.6,12.1,13.5
Lama5,1.2,0.7,0.2,0.2,0.6,0.2,1.1,1.3,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.2,16.6,14.5,3.1,3.3,2.7
Lamb1,0.1,0.0,0.1,0.1,0.1,0.1,1.8,3.0,4.3,6.2,0.1,0.1,0.1,0.2,0.1,0.3,67.4,61.6,13.7,12.5,14.1
Lamb2,2.4,1.9,1.8,1.8,3.2,1.8,1.2,1.6,2.7,2.3,0.1,0.1,0.3,0.6,11.9,15.1,56.7,51.4,11.9,12.6,12.5
Lamb3,0.0,0.0,0.1,0.1,0.1,0.1,0.3,0.4,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.3,0.5,0.3
Lamc1,2.5,1.8,2.4,2.5,2.3,2.3,2.4,3.0,22.0,22.4,24.5,22.2,8.5,11.0,2.0,2.2,99.5,91.0,20.0,20.0,20.3
Lamc2,0.1,0.0,0.1,0.1,0.1,0.1,0.3,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.4,0.4,0.4
Lamc3,0.1,0.0,0.1,0.1,0.1,0.1,0.4,0.1,2.8,5.3,0.1,0.1,0.1,0.1,0.2,0.3,2.8,2.8,3.7,3.4,3.8
Lamp1,84.3,62.9,141.2,146.9,136.2,147.4,95.4,99.8,259.4,313.8,519.5,601.9,617.4,592.0,515.8,483.0,165.0,167.1,157.6,154.9,160.3
Lamp2,65.7,66.9,81.5,63.3,96.5,79.1,14.5,21.0,69.5,57.6,88.1,63.6,54.0,56.6,89.0,64.0,82.0,90.2,36.3,34.0,38.3
Lamp3,0.1,0.1,0.1,0.1,0.1,0.1,0.6,1.0,1.1,0.8,0.9,0.4,0.2,0.2,0.2,0.2,0.5,0.6,0.8,0.6,0.8
Lamtor2,2.5,1.0,14.6,14.4,19.8,14.9,26.5,24.9,23.8,31.6,27.5,31.6,30.8,32.7,33.0,34.8,31.8,39.1,31.1,37.9,37.4
Lamtor3,7.2,7.0,10.7,9.8,14.0,7.8,7.8,8.6,10.2,10.0,5.0,5.6,2.0,2.2,9.6,7.2,9.5,12.3,7.1,7.1,7.6
Lancl1,1.8,2.2,2.8,2.6,3.1,2.6,30.4,30.5,14.6,19.5,19.0,21.8,16.6,20.1,5.3,5.9,5.0,5.2,12.4,12.5,12.6
Lancl2,4.5,4.0,5.1,4.3,4.8,4.8,22.5,25.6,9.9,9.7,4.8,4.5,3.0,4.1,0.4,0.2,5.0,5.4,17.5,20.6,19.0
Lancl3,0.1,0.1,0.1,0.1,0.2,0.1,1.7,1.2,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.9,1.0,1.3,0.9,1.3
Lao1,0.1,0.1,0.1,0.1,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Lap3,25.6,22.7,45.0,33.2,36.7,32.2,5.8,7.0,19.5,21.8,50.7,46.4,49.0,42.1,37.6,35.8,11.7,12.7,16.4,18.3,17.3
Laptm4a,43.9,41.9,46.3,53.1,49.5,45.4,86.6,86.6,203.8,218.0,79.0,99.4,28.8,42.6,174.5,158.0,340.3,372.0,126.0,113.2,136.3
Laptm4b,14.3,14.4,22.0,18.9,20.9,17.9,7.1,5.6,38.4,53.4,34.4,41.9,29.2,29.0,13.7,16.3,41.9,46.1,15.8,15.1,16.1
Laptm5,0.1,0.1,3.9,24.0,1.5,16.9,1.7,3.4,114.0,54.2,5.4,5.6,10.4,17.6,2078.9,2789.0,4.8,4.1,34.0,38.6,25.7
Large,4.6,3.7,3.0,4.2,4.2,3.7,15.5,11.3,25.2,29.1,27.4,29.4,7.9,10.8,12.2,11.6,7.1,6.7,21.9,20.2,24.8
Larp1,7.9,6.7,5.2,4.4,8.2,5.2,19.6,18.5,11.1,10.0,8.1,6.9,3.0,4.0,13.3,9.5,5.0,4.8,15.8,15.1,13.7
Larp1b,2.0,1.5,1.2,1.6,2.4,2.5,2.4,2.1,3.1,2.4,2.0,1.4,2.5,2.2,0.7,0.8,4.0,3.7,3.1,3.0,3.0
Larp4,3.8,4.2,4.5,2.9,5.0,3.5,5.6,7.2,6.6,3.2,6.3,4.7,1.1,1.4,2.5,1.6,6.2,6.0,6.6,5.5,6.1
Larp4b,7.3,5.2,5.9,5.1,7.4,6.4,10.5,11.6,8.9,4.7,6.6,3.4,1.9,2.3,4.7,3.2,7.1,7.4,12.9,13.4,13.5
Larp6,0.1,0.1,0.1,0.8,0.1,1.1,6.4,5.9,2.2,3.8,9.6,8.1,22.8,22.5,0.3,0.5,0.1,0.1,3.9,4.0,4.0
Larp7,5.0,3.0,4.5,2.3,5.9,3.4,1.3,4.5,6.0,4.4,3.1,2.3,1.2,1.6,4.2,2.3,9.0,9.8,7.5,6.4,8.0
Lars,4.1,3.5,5.4,3.7,3.9,4.9,5.3,12.9,16.9,14.4,12.7,10.2,4.3,4.6,8.6,5.4,9.7,9.9,14.4,13.8,15.4
Lars2,19.8,11.4,89.4,160.7,243.8,128.3,5.0,4.8,4.9,12.2,4.7,8.5,6.0,7.9,2.8,3.6,6.8,4.6,4.2,5.1,4.9
Las1l,9.7,8.1,4.5,3.2,4.9,3.1,5.0,9.2,7.1,6.3,4.4,3.8,3.0,3.2,3.1,2.9,5.3,5.0,9.9,8.9,9.5
Lasp1,10.4,8.7,7.8,10.6,14.4,11.1,34.1,30.1,42.0,58.7,10.1,13.7,3.5,9.8,125.7,138.5,21.6,20.8,49.2,60.1,45.8
Lass1,0.1,1.8,5.2,4.2,14.1,5.0,25.3,25.8,25.9,39.5,36.8,52.6,9.5,15.5,4.4,7.9,0.2,0.3,23.1,22.5,22.5
Lass2,20.6,13.9,19.9,22.8,24.7,27.1,16.4,14.0,53.9,62.2,297.3,273.8,486.5,508.9,67.2,62.3,60.5,62.7,28.0,27.3,31.9
Lass3,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.2,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3
Lass4,3.7,2.6,2.3,2.2,2.7,2.0,11.8,16.1,14.4,13.9,3.3,2.8,0.6,0.6,0.6,1.3,11.2,10.9,9.5,8.7,10.9
Lass5,14.0,13.6,8.2,4.8,9.7,6.6,23.5,21.7,42.5,53.7,37.3,50.1,29.6,30.6,21.2,26.7,40.5,44.6,24.7,22.0,27.2
Lass6,0.2,0.3,0.4,0.5,0.6,0.6,4.6,5.0,2.6,1.3,0.9,0.7,0.1,0.2,1.9,1.5,0.2,0.1,3.6,3.3,4.1
Lat,0.1,0.6,0.1,0.1,0.1,0.1,0.2,0.4,0.2,0.2,0.2,0.3,0.1,0.1,1.0,0.9,0.2,0.5,0.5,0.3,0.3
Lat2,0.2,0.0,0.1,0.7,0.2,0.6,0.9,1.1,2.3,1.7,1.3,1.2,1.3,1.2,34.6,36.2,1.1,1.1,2.0,1.5,1.7
Lats1,7.3,6.4,7.1,6.5,10.0,7.1,11.2,11.9,8.8,5.5,12.7,8.2,3.8,4.9,3.6,1.8,5.4,5.1,8.7,7.8,8.3
Lats2,4.1,3.7,4.7,3.8,5.1,3.4,1.3,1.1,6.6,5.9,10.2,11.9,2.6,3.2,5.9,4.5,15.1,14.6,4.9,5.2,4.7
Lax1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2
Layn,0.1,0.3,0.9,0.4,0.1,0.1,3.3,5.2,0.8,0.6,0.1,0.1,0.1,0.1,7.1,5.3,7.8,10.1,2.6,2.7,2.7
Lbh,6.0,3.8,4.1,7.0,7.9,5.2,20.4,18.6,121.8,193.1,46.5,51.1,9.4,14.3,15.2,15.9,6.0,5.7,36.2,35.5,36.9
Lbp,0.1,0.0,0.3,0.1,0.1,0.1,0.1,0.1,0.1,1.0,0.1,0.1,0.1,0.1,0.1,0.1,1.0,1.0,1.2,0.8,1.1
Lbr,1.9,1.2,1.5,1.3,1.5,1.0,5.7,5.5,18.4,18.0,11.8,10.5,6.2,7.5,9.3,6.4,19.3,18.9,11.2,9.9,12.5
Lbx1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,3.2,2.7,0.1,0.1,0.1,0.1,0.1
Lbx2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,2.0,3.2,0.3,0.4,0.1,0.1,0.1
Lca5,1.9,0.8,1.3,0.8,1.3,0.8,1.8,2.4,2.2,1.9,0.9,0.7,0.2,0.2,0.1,0.1,2.2,2.1,2.6,2.6,3.1
Lca5l,0.1,0.2,0.2,0.1,0.1,0.2,0.2,0.2,0.3,0.5,0.1,0.2,0.1,0.1,0.4,0.7,0.1,0.1,0.3,0.3,0.5
Lcat,80.1,75.2,91.5,55.6,152.9,77.6,2.4,4.0,12.0,8.5,2.2,1.7,1.4,5.2,2.3,2.0,1.6,1.9,11.9,12.3,15.0
Lce1a1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Lce1a2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Lce1b,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Lce1c,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Lce1d,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Lce1e,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Lce1f,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Lce1g,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Lce1h,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Lce1i,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Lce1l,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Lce1m,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Lce3a,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Lce3b,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Lce3c,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Lce3f,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Lce6a,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Lck,0.1,0.1,0.1,0.1,0.1,0.1,1.3,1.1,0.2,0.4,0.1,0.1,0.1,0.1,1.7,1.7,0.2,0.4,1.2,1.3,1.2
Lclat1,6.0,5.8,7.0,4.6,11.5,7.3,4.2,6.8,8.6,8.9,4.8,4.6,1.0,1.7,2.0,1.9,4.2,4.1,7.4,7.6,8.4
Lcmt1,3.9,3.8,6.5,4.4,6.2,6.2,22.1,22.8,14.9,21.3,15.2,15.7,13.3,17.1,6.8,7.7,10.4,11.1,21.7,20.5,21.1
Lcmt2,0.6,0.4,0.8,0.4,0.7,0.3,1.6,1.6,1.3,2.6,0.9,0.9,0.8,0.9,2.4,2.9,2.5,2.8,1.6,1.4,1.4
Lcn10,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Lcn11,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Lcn12,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Lcn13,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Lcn14,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Lcn2,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.6,0.1,0.1,0.1,0.1,0.1,4.3,5.2,3.1,3.5,0.1,0.2,0.3
Lcn3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Lcn4,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Lcn5,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Lcn6,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Lcn8,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Lcn9,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Lcor,2.1,1.9,0.8,0.4,1.2,0.7,1.4,0.9,1.9,0.5,2.7,0.8,0.3,0.4,0.9,0.5,1.0,1.1,0.7,0.8,1.0
Lcorl,3.0,3.0,3.7,2.2,2.7,2.8,3.6,3.9,12.8,4.1,28.6,8.5,4.8,5.3,1.4,0.6,10.2,10.7,10.0,9.8,10.2
Lcp1,0.0,0.1,1.4,5.5,0.4,4.5,0.3,0.5,11.3,4.4,1.9,1.1,4.6,5.4,139.9,114.0,45.5,47.3,7.9,8.6,8.1
Lcp2,0.1,0.0,0.2,2.2,0.1,2.1,0.2,0.4,4.2,1.5,0.1,0.1,0.2,0.4,58.6,46.0,13.7,14.9,3.8,3.3,3.1
Lct,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.3,0.2
Lctl,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.3,0.6,0.5,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Ldb1,7.4,5.0,4.0,2.4,7.4,3.4,43.7,40.2,24.6,25.2,19.3,24.2,14.3,14.4,77.8,92.3,33.3,36.9,26.0,24.3,26.8
Ldb2,1.0,0.2,2.1,0.9,0.5,1.4,5.0,3.3,3.0,4.0,0.8,1.1,0.4,0.8,0.3,0.1,2.8,2.9,11.7,10.4,11.9
Ldb3,0.0,0.1,0.3,0.2,0.6,0.2,0.5,0.3,0.1,0.1,3.0,1.4,7.1,5.3,0.1,0.1,0.1,0.1,0.4,0.4,0.5
Ldha,36.4,26.9,65.8,60.7,80.5,70.0,62.6,74.7,42.5,74.8,25.9,35.7,29.3,32.7,102.0,109.9,190.2,215.8,67.3,66.1,67.7
Ldhal6b,0.0,0.2,0.1,0.1,0.3,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2
Ldhb,191.3,152.2,209.5,184.1,251.0,200.6,29.8,39.6,61.7,75.0,10.9,16.6,11.6,21.0,207.2,249.6,3.8,4.5,43.5,44.5,40.2
Ldhc,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Ldhd,1.3,1.2,0.9,1.0,1.4,1.0,3.5,3.3,1.1,0.9,3.6,3.9,2.5,3.0,0.5,0.8,0.5,0.5,0.7,0.7,0.8
Ldlr,7.1,4.9,6.5,3.4,14.3,4.2,12.1,15.2,12.0,22.9,38.5,49.9,37.0,43.7,10.9,10.2,9.4,8.7,18.6,11.8,10.7
Ldlrad1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Ldlrad2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Ldlrad3,4.9,3.7,4.4,2.7,5.1,2.9,7.0,8.6,12.0,11.8,23.8,22.3,12.5,15.3,0.2,0.2,52.0,45.9,11.4,11.0,13.4
Ldlrap1,0.2,0.0,0.1,0.2,0.1,0.4,0.6,0.6,0.7,0.7,13.1,13.1,17.6,25.3,14.8,16.3,18.7,19.1,1.8,2.1,2.0
Ldoc1,0.1,0.1,0.6,0.1,0.9,0.1,0.4,0.4,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.1,0.8,0.6
Ldoc1l,1.2,1.0,1.0,0.9,1.1,0.9,14.2,10.7,9.3,14.4,9.1,12.2,6.1,7.0,1.7,2.2,1.0,0.9,10.9,11.8,10.7
Leap2,0.1,0.1,0.2,0.1,1.3,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Lect1,0.4,0.4,0.8,0.3,0.3,0.3,0.1,0.1,0.9,1.3,1.9,1.3,2.1,2.6,0.1,0.1,0.1,0.1,1.1,0.9,1.0
Lect2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Lef1,2.6,2.5,1.4,1.0,1.4,0.7,0.5,0.2,0.3,0.1,0.1,0.1,0.1,0.1,0.2,0.1,19.0,16.7,2.8,3.5,3.5
Lefty1,0.1,0.1,0.1,0.1,0.2,0.1,0.2,0.1,0.3,0.2,0.1,0.1,0.3,0.2,12.3,14.0,0.1,0.1,0.1,0.3,0.1
Lefty2,0.1,0.1,0.1,0.1,0.1,0.1,1.4,1.7,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.8,1.9,1.2
Lekr1,0.6,0.9,1.2,0.4,0.5,0.2,1.7,1.4,1.9,0.9,1.4,0.7,0.5,0.7,0.3,0.2,0.5,0.7,1.3,1.4,1.8
Lelp1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Lemd1,0.1,0.1,0.1,0.1,0.1,0.1,0.5,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.1,0.1,0.4,0.3,0.6
Lemd2,2.5,2.0,1.4,0.7,2.5,0.5,14.1,12.9,13.9,23.6,13.9,19.2,13.1,15.2,36.0,50.2,17.4,20.9,15.8,13.9,16.0
Lemd3,1.3,1.1,1.2,1.2,1.2,1.0,9.3,10.0,8.5,5.7,5.1,3.7,1.5,1.7,3.6,1.8,9.5,8.7,6.9,6.9,7.5
